#auto generated file!
1278.0;4
1284.0;4
1290.0;4
1296.0;4
1302.0;4
1308.0;4
1314.0;4
1320.0;4
1326.0;4
1332.0;4
1338.0;4
1344.0;4
1350.0;4
1356.0;4
1362.0;4
1368.0;4
1374.0;4
1380.0;4
1386.0;4
1392.0;4
1398.0;4
1404.0;4
1410.0;4
1416.0;4
1422.0;4
1428.0;4
1434.0;4
1440.0;4
1446.0;4
1452.0;4
1458.0;4
1464.0;4
1470.0;4
1476.0;4
1482.0;4
1488.0;4
1494.0;4
1500.0;4
1506.0;4
1512.0;4
1518.0;4
1524.0;4
1530.0;4
1536.0;4
1542.0;4
1548.0;4
1554.0;4
1560.0;4
1566.0;4
1572.0;4
1578.0;4
1584.0;4
1590.0;4
1596.0;4
1602.0;4
1608.0;4
1614.0;4
1620.0;4
1626.0;4
1632.0;4
1638.0;4
1644.0;4
1650.0;4
1656.0;4
1662.0;4
1668.0;4
1674.0;4
1680.0;4
1686.0;4
1692.0;4
1698.0;4
1704.0;4
1710.0;4
1716.0;4
1722.0;4
1728.0;4
1734.0;4
1740.0;4
1746.0;4
1752.0;4
1758.0;4
1764.0;4
1770.0;4
1776.0;4
1782.0;4
1788.0;4
1794.0;4
1800.0;4
1806.0;4
1812.0;4
1818.0;4
1824.0;4
1830.0;4
1836.0;4
1842.0;4
1848.0;4
1854.0;4
1860.0;4
1866.0;4
1872.0;4
1878.0;4
1884.0;4
1890.0;4
1896.0;4
1902.0;4
1908.0;4
1914.0;4
1920.0;4
1926.0;4
1932.0;4
1938.0;4
1944.0;4
1950.0;4
1956.0;4
1962.0;4
1968.0;4
1974.0;4
1980.0;4
1986.0;4
1992.0;4
1998.0;4
2004.0;4
2010.0;4
2016.0;4
2022.0;4
2028.0;4
2034.0;4
2040.0;4
2046.0;4
2052.0;4
2058.0;4
2064.0;4
2070.0;4
2076.0;4
2082.0;4
2088.0;4
2094.0;4
2100.0;4
2106.0;4
2112.0;4
2118.0;4
2124.0;4
2130.0;4
2136.0;4
2142.0;4
2148.0;4
2154.0;4
2160.0;4
2166.0;4
2172.0;4
2178.0;4
2184.0;4
2190.0;4
2196.0;4
2202.0;4
2208.0;4
2214.0;4
2220.0;4
2226.0;4
2232.0;4
2238.0;4
2244.0;4
2250.0;4
2256.0;4
2262.0;4
2268.0;4
2274.0;4
2280.0;4
2286.0;4
2292.0;4
2298.0;4
2304.0;4
2310.0;4
2316.0;4
2322.0;4
2328.0;4
2334.0;4
2340.0;4
2346.0;4
2352.0;4
2358.0;4
2364.0;4
2370.0;4
2376.0;4
2382.0;4
2388.0;4
2394.0;4
2400.0;4
2406.0;4
2412.0;4
2418.0;4
2424.0;4
2430.0;4
2436.0;4
2442.0;4
2448.0;4
2454.0;4
2460.0;4
2466.0;4
2472.0;4
2478.0;4
2484.0;4
2490.0;4
2496.0;4
2502.0;4
2508.0;4
2514.0;4
2520.0;4
2526.0;4
2532.0;4
2538.0;4
2544.0;4
2550.0;4
2556.0;4
2562.0;4
2568.0;4
2574.0;4
2580.0;4
2586.0;4
2592.0;4
2598.0;4
2604.0;4
2610.0;4
2616.0;4
2622.0;4
2628.0;4
2634.0;4
2640.0;4
2646.0;4
2652.0;4
2658.0;4
2664.0;4
2670.0;4
2676.0;4
2682.0;4
2688.0;4
2694.0;4
2700.0;4
2706.0;4
2712.0;4
2718.0;4
2724.0;4
2730.0;4
2736.0;4
2742.0;4
2748.0;4
2754.0;4
2760.0;4
2766.0;4
2772.0;4
2778.0;4
2784.0;4
2790.0;4
2796.0;4
2802.0;4
2808.0;4
2814.0;4
2820.0;4
2826.0;4
2832.0;4
2838.0;4
2844.0;4
2850.0;4
2856.0;4
2862.0;4
2868.0;4
2874.0;4
2880.0;4
2886.0;4
2892.0;4
2898.0;4
2904.0;4
2910.0;4
2916.0;4
2922.0;4
2928.0;4
2934.0;4
2940.0;4
2946.0;4
2952.0;4
2958.0;4
2964.0;4
2970.0;4
2976.0;4
2982.0;4
2988.0;4
2994.0;4
3000.0;4
3006.0;4
3012.0;4
3018.0;4
3024.0;4
3030.0;4
3036.0;4
3042.0;4
3048.0;4
3054.0;4
3060.0;4
3066.0;4
3072.0;4
3078.0;4
3084.0;4
3090.0;4
3096.0;4
3102.0;4
3108.0;4
3114.0;4
3120.0;4
3126.0;4
3132.0;4
3138.0;4
3144.0;4
3150.0;4
3156.0;4
3162.0;4
3168.0;4
3174.0;4
3180.0;4
3186.0;4
3192.0;4
3198.0;4
3204.0;4
3210.0;4
3216.0;4
3222.0;4
3228.0;4
3234.0;4
3240.0;4
3246.0;4
3252.0;4
3258.0;4
3264.0;4
3270.0;4
3276.0;4
3282.0;4
3288.0;4
3294.0;4
3300.0;4
3306.0;4
3312.0;4
3318.0;4
3324.0;4
3330.0;4
3336.0;4
3342.0;4
3348.0;4
3354.0;4
3360.0;4
3366.0;4
3372.0;4
3378.0;4
3384.0;4
3390.0;4
3396.0;4
3402.0;4
3408.0;4
3414.0;4
3420.0;4
3426.0;4
3432.0;4
3438.0;4
3444.0;4
3450.0;4
3456.0;4
3462.0;4
3468.0;4
3474.0;4
3480.0;4
3486.0;4
3492.0;4
3498.0;4
3504.0;4
3510.0;4
3516.0;4
3522.0;4
3528.0;4
3534.0;4
3540.0;4
3546.0;4
3552.0;4
3558.0;4
3564.0;4
3570.0;4
3576.0;4
3582.0;4
3588.0;4
3594.0;4
